stopid,stopname,stopsite,latitude,longitude,syscode,system,muni
103217,Ogden at Boucherie (EB),EB_Ogden_FS_Boucherie,49.852883,-119.555634,KEL,Kelowna Regional Transit System,West Kelowna
103219,Alhambra at Brentwood (NB),NB_Alhambra_FS_Brentwood,49.862009,-119.56683,KEL,Kelowna Regional Transit System,West Kelowna
102879,Richter at Wilson (SB),SB_Richter_FS_Wilson,49.891021,-119.488549,KEL,Kelowna Regional Transit System,Kelowna
102880,Richter at Fuller (NB),NB_Richter_FS_Fuller,49.890607,-119.48841,KEL,Kelowna Regional Transit System,Kelowna
102881,Pandosy at Buckland (SB),SB_Pandosy_FS_Buckland,49.88166,-119.495098,KEL,Kelowna Regional Transit System,Kelowna
102882,Leon at Richter (WB),WB_Leon_NS_Richter,49.88454,-119.486902,KEL,Kelowna Regional Transit System,Kelowna
102883,Pandosy at Buckland (NB),NB_Pandosy_NS_Buckland,49.88135,-119.494939,KEL,Kelowna Regional Transit System,Kelowna
102884,Leon at Richter (EB),EB_Leon_FS_Richter,49.88445,-119.486659,KEL,Kelowna Regional Transit System,Kelowna
102885,Richter at Clement (SB),SB_Richter_FS_Clement,49.893209,-119.488539,KEL,Kelowna Regional Transit System,Kelowna
102886,Richter at Dehart (SB),SB_Richter_NS_Dehart,49.881921,-119.488652,KEL,Kelowna Regional Transit System,Kelowna
102887,Richter at Dehart (NB),NB_Richter_FS_Dehart,49.882196,-119.48838,KEL,Kelowna Regional Transit System,Kelowna
102888,Ellis at Industrial (NB),NB_Ellis_NS_Industrial,49.895813,-119.49349,KEL,Kelowna Regional Transit System,Kelowna
102889,Bernard at Ethel (WB),WB_Bernard_FS_Ethel,49.886355,-119.483125,KEL,Kelowna Regional Transit System,Kelowna
102890,Leon at Ethel (WB),WB_Leon_FS_Ethel,49.884531,-119.483686,KEL,Kelowna Regional Transit System,Kelowna
102891,Leon at Ethel (EB),EB_Leon_NS_Ethel,49.884442,-119.483862,KEL,Kelowna Regional Transit System,Kelowna
102892,Pandosy at Sutherland (NB),NB_Pandosy_FS_Sutherland,49.879683,-119.493602,KEL,Kelowna Regional Transit System,Kelowna
102893,Bernard at Ethel (EB),EB_Bernard_FS_Ethel,49.886267,-119.482354,KEL,Kelowna Regional Transit System,Kelowna
103348,McCulloch 3280 block (SB),SB_3280_block_McCulloch,49.84643,-119.409862,KEL,Kelowna Regional Transit System,Kelowna
103349,McCulloch 3280 block (NB),NB_3280_block_McCulloch,49.846438,-119.409724,KEL,Kelowna Regional Transit System,Kelowna
103351,Boucherie at Mission Hill (NB),NB_Boucherie_FS_Mission Hill,49.840131,-119.573594,KEL,Kelowna Regional Transit System,West Kelowna
103354,Leathead at Ford (WB),WB_Leathead_NS_Ford,49.895596,-119.388074,KEL,Kelowna Regional Transit System,Kelowna
103355,Lakeshore at Keith (SB),SB_Lakeshore_FS_Keith,49.818269,-119.493952,KEL,Kelowna Regional Transit System,Kelowna
103357,Springfield at Neptune (EB),EB_Springfield_FS_Neptune,49.877714,-119.388542,KEL,Kelowna Regional Transit System,Kelowna
103359,Boucherie at Mission Hill (SB),SB_Boucherie_FS_Mission Hill,49.839731,-119.574016,KEL,Kelowna Regional Transit System,West Kelowna
103360,Fitzpatrick at Stafford (EB),EB_Fitzpatrick_FS_Stafford,49.9072,-119.391207,KEL,Kelowna Regional Transit System,Kelowna
103361,Rutland Rd S at Robson Rd E (SB),SB_Rutland Rd S_FS_Robson Rd E,49.886764,-119.386968,KEL,Kelowna Regional Transit System,Kelowna
103362,Hollywood at Sexsmith (SB),SB_Hollywood_NS_Sexsmith,49.918631,-119.39797,KEL,Kelowna Regional Transit System,Kelowna
103363,Rutland Rd S at Gray (SB),SB_Rutland Rd S_NS_Gray,49.888477,-119.386981,KEL,Kelowna Regional Transit System,Kelowna
103364,Rutland Rd S at Holbrook Rd E (SB),SB_Rutland Rd S_NS_Holbrook Rd E,49.885193,-119.386988,KEL,Kelowna Regional Transit System,Kelowna
103365,Rutland Rd N at McIntosh (SB),SB_Rutland Rd N_FS_McIntosh,49.890901,-119.386981,KEL,Kelowna Regional Transit System,Kelowna
103366,Rutland Rd S at Jupiter (SB),SB_Rutland Rd S_FS_Jupiter,49.879342,-119.387745,KEL,Kelowna Regional Transit System,Kelowna
103367,Rutland Rd S at Jupiter (NB),NB_Rutland Rd S_FS_Jupiter,49.880053,-119.387594,KEL,Kelowna Regional Transit System,Kelowna
103368,Crawford 1230 block (SB),SB_1230_block_Crawford,49.820221,-119.466895,KEL,Kelowna Regional Transit System,Kelowna
103369,Rutland Rd S at Benchview (SB),SB_Rutland Rd S_FS_Benchview,49.882902,-119.387027,KEL,Kelowna Regional Transit System,Kelowna
103370,Rutland Rd N at Mugford (SB),SB_Rutland Rd N_NS_Mugford,49.892743,-119.38697,KEL,Kelowna Regional Transit System,Kelowna
103372,Rutland Rd S at Belgo (NB),NB_Rutland Rd S_FS_Belgo,49.882131,-119.386888,KEL,Kelowna Regional Transit System,Kelowna
103373,Rutland Rd N at Mugford (NB),NB_Rutland Rd N_FS_Mugford,49.892957,-119.386799,KEL,Kelowna Regional Transit System,Kelowna
103374,Hollywood at Sexsmith (NB),NB_Hollywood_FS_Sexsmith,49.918637,-119.397823,KEL,Kelowna Regional Transit System,Kelowna
103375,Rutland Rd N at Hardie (SB),SB_Rutland Rd N_NS_Hardie,49.895124,-119.386965,KEL,Kelowna Regional Transit System,Kelowna
103376,Rutland Rd N at Briarwood (NB),NB_Rutland Rd N_FS_Briarwood,49.894326,-119.38683,KEL,Kelowna Regional Transit System,Kelowna
103377,Rutland Rd N at Leathead (SB),SB_Rutland Rd N_NS_Leathead,49.896677,-119.386964,KEL,Kelowna Regional Transit System,Kelowna
103378,Hwy 33 E at Sadler (EB),EB_Hwy 33 E_NS_Sadler,49.888936,-119.38603,KEL,Kelowna Regional Transit System,Kelowna
103379,Ross at Daimler (NB),NB_Ross_FS_Daimler,49.856235,-119.593859,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
103380,Rutland Rd N at Hartman (SB),SB_Rutland Rd N_FS_Hartman,49.899454,-119.386889,KEL,Kelowna Regional Transit System,Kelowna
103381,Ross at Daimler (SB),SB_Ross_NS_Daimler,49.856179,-119.594001,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
103382,Rutland Rd N at McCurdy Rd E (SB),SB_Rutland Rd N_FS_McCurdy Rd E,49.900649,-119.386881,KEL,Kelowna Regional Transit System,Kelowna
103383,Husch at Scarboro (EB),EB_Husch_FS_Scarboro,49.883649,-119.385264,KEL,Kelowna Regional Transit System,Kelowna
103384,Rutland Rd N at McCurdy Rd E (NB),NB_Rutland Rd N_FS_McCurdy Rd E,49.901506,-119.386738,KEL,Kelowna Regional Transit System,Kelowna
103385,Rutland Rd N at Sumac Rd E (SB),SB_Rutland Rd N_FS_Sumac Rd E,49.903344,-119.38691,KEL,Kelowna Regional Transit System,Kelowna
103387,Fitzpatrick at Aldon (EB),EB_Fitzpatrick_FS_Aldon,49.907192,-119.388151,KEL,Kelowna Regional Transit System,Kelowna
103388,East Boundary 3120 block (NB),NB_3120_block_East Boundary,49.848604,-119.588985,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
103389,East Boundary 3130 block (SB),SB_3130_block_East Boundary,49.848558,-119.589124,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
103392,Rutland Rd N at Klassen (SB),SB_Rutland Rd N_FS_Klassen,49.906881,-119.386873,KEL,Kelowna Regional Transit System,Kelowna
103393,Old Okanagan at Daimler (NB),NB_Old Okanagan_NS_Daimler,49.856036,-119.59657,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
103395,Old Okanagan at Daimler (SB),SB_Old Okanagan_FS_Daimler,49.856036,-119.596709,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
103396,McCurdy Rd E at Keyes (WB),WB_McCurdy Rd E_FS_Keyes,49.901227,-119.384544,KEL,Kelowna Regional Transit System,Kelowna
103399,McCulloch at June Springs (WB),WB_McCulloch_FS_June Springs,49.841016,-119.408297,KEL,Kelowna Regional Transit System,Kelowna
103401,Westridge at Crawford (SB),SB_Westridge_FS_Crawford,49.817363,-119.46382,KEL,Kelowna Regional Transit System,Kelowna
103403,East Boundary at Eagle (NB),NB_East Boundary_FS_Eagle,49.845679,-119.588998,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
103405,Husch at Molnar (EB),EB_Husch_NS_Molnar,49.883648,-119.381523,KEL,Kelowna Regional Transit System,Kelowna
103406,McCulloch at June Springs (EB),EB_McCulloch_FS_June Springs,49.840803,-119.406986,KEL,Kelowna Regional Transit System,Kelowna
103407,East Boundary at Eagle (SB),SB_East Boundary_FS_Eagle,49.844882,-119.589137,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
103408,Gordon at Buck (NB),NB_Gordon_NS_Buck,49.813636,-119.48294,KEL,Kelowna Regional Transit System,Kelowna
103410,Molnar at Milton (NB),NB_Molnar_FS_Milton,49.887545,-119.379682,KEL,Kelowna Regional Transit System,Kelowna
103411,Molnar at Husch (NB),NB_Molnar_FS_Husch,49.884164,-119.379717,KEL,Kelowna Regional Transit System,Kelowna
103412,Molnar at Holbrook Rd E (NB),NB_Molnar_FS_Holbrook Rd E,49.885781,-119.379692,KEL,Kelowna Regional Transit System,Kelowna
103414,Hwy 33 E at Molnar (EB),EB_Hwy 33 E_FS_Molnar,49.889,-119.379197,KEL,Kelowna Regional Transit System,Kelowna
103416,McCurdy Rd E at Friesen (WB),WB_McCurdy Rd E_FS_Friesen,49.901635,-119.38037,KEL,Kelowna Regional Transit System,Kelowna
103417,Boucherie at Green Bay (SB),SB_Boucherie_NS_Green Bay,49.835005,-119.579299,KEL,Kelowna Regional Transit System,West Kelowna
103418,Boucherie at Green Bay (EB),EB_Boucherie_NS_Green Bay,49.834737,-119.579438,KEL,Kelowna Regional Transit System,West Kelowna
103419,McCulloch 3520 block (WB),WB_3520_block_McCulloch,49.840528,-119.40368,KEL,Kelowna Regional Transit System,Kelowna
103420,McCulloch 3530 block (EB),EB_3530_block_McCulloch,49.840372,-119.402981,KEL,Kelowna Regional Transit System,Kelowna
102894,Cawston at Ethel (WB),WB_Cawston_FS_Ethel,49.891682,-119.48331,KEL,Kelowna Regional Transit System,Kelowna
102895,Richter at Gaston (SB),SB_Richter_NS_Gaston,49.895678,-119.488543,KEL,Kelowna Regional Transit System,Kelowna
102896,Pandosy at Sutherland (SB),SB_Pandosy_FS_Sutherland,49.879046,-119.492937,KEL,Kelowna Regional Transit System,Kelowna
102897,Richter at Sutherland (NB),NB_Richter_FS_Sutherland,49.880039,-119.488425,KEL,Kelowna Regional Transit System,Kelowna
102898,Cawston at Ethel (EB),EB_Cawston_FS_Ethel,49.891592,-119.482339,KEL,Kelowna Regional Transit System,Kelowna
102899,Sutherland at Richter (EB),EB_Sutherland_FS_Richter,49.879808,-119.488125,KEL,Kelowna Regional Transit System,Kelowna
102900,Bernard at Graham (WB),WB_Bernard_FS_Graham,49.886381,-119.48019,KEL,Kelowna Regional Transit System,Kelowna
102901,Ellis at Recreation (NB),NB_Ellis_FS_Recreation,49.897987,-119.493461,KEL,Kelowna Regional Transit System,Kelowna
102902,Bernard at Graham (EB),EB_Bernard_FS_Graham,49.886311,-119.479738,KEL,Kelowna Regional Transit System,Kelowna
102903,Cawston at Graham (WB),WB_Cawston_FS_Graham,49.891673,-119.480592,KEL,Kelowna Regional Transit System,Kelowna
102905,Graham at Clement (SB),SB_Graham_FS_Clement,49.893276,-119.479952,KEL,Kelowna Regional Transit System,Kelowna
102906,Sutherland at Ethel (WB),WB_Sutherland_FS_Ethel,49.879875,-119.483102,KEL,Kelowna Regional Transit System,Kelowna
102907,Bernard at Gordon (EB),EB_Bernard_NS_Gordon,49.886257,-119.47807,KEL,Kelowna Regional Transit System,Kelowna
102908,Graham at Clement (NB),NB_Graham_NS_Clement,49.893219,-119.479814,KEL,Kelowna Regional Transit System,Kelowna
102909,Bernard at Gordon (WB),WB_Bernard_FS_Gordon,49.886427,-119.477998,KEL,Kelowna Regional Transit System,Kelowna
102910,Pandosy at Cadder (NB),NB_Pandosy_FS_Cadder,49.876727,-119.491219,KEL,Kelowna Regional Transit System,Kelowna
102911,Ellis at Roanoke (NB),NB_Ellis_NS_Roanoke,49.899569,-119.493466,KEL,Kelowna Regional Transit System,Kelowna
102912,Sutherland at Ethel (EB),EB_Sutherland_FS_Ethel,49.879786,-119.482272,KEL,Kelowna Regional Transit System,Kelowna
102913,Richter at Bay (SB),SB_Richter_FS_Bay,49.89928,-119.488532,KEL,Kelowna Regional Transit System,Kelowna
102914,Pandosy at Cadder (SB),SB_Pandosy_FS_Cadder,49.875889,-119.491298,KEL,Kelowna Regional Transit System,Kelowna
102915,Bernard at Gordon (EB),EB_Bernard_FS_Gordon,49.886245,-119.476049,KEL,Kelowna Regional Transit System,Kelowna
102916,Lawrence at Gordon (EB),EB_Lawrence_FS_Gordon,49.885259,-119.476315,KEL,Kelowna Regional Transit System,Kelowna
102917,Sutherland at Bowes (WB),WB_Sutherland_FS_Bowes,49.879872,-119.480257,KEL,Kelowna Regional Transit System,Kelowna
102918,Lawrence at Gordon (WB),WB_Lawrence_NS_Gordon,49.885341,-119.475895,KEL,Kelowna Regional Transit System,Kelowna
102919,Ellis at Okanagan (NB),NB_Ellis_FS_Okanagan,49.901051,-119.493423,KEL,Kelowna Regional Transit System,Kelowna
102920,Sutherland at Lequime (EB),EB_Sutherland_NS_Lequime,49.879779,-119.478655,KEL,Kelowna Regional Transit System,Kelowna
102921,Bernard at DAnjou (WB),WB_Bernard_FS_DAnjou,49.886363,-119.474315,KEL,Kelowna Regional Transit System,Kelowna
102922,Richter at Okanagan (SB),SB_Richter_NS_Okanagan,49.901192,-119.488526,KEL,Kelowna Regional Transit System,Kelowna
102923,Bernard at DAnjou (EB),EB_Bernard_NS_DAnjou,49.886307,-119.474127,KEL,Kelowna Regional Transit System,Kelowna
102924,Ellis at Oxford (NB),NB_Ellis_FS_Oxford,49.901866,-119.493186,KEL,Kelowna Regional Transit System,Kelowna
102925,Lawrence at Kelglen (EB),EB_Lawrence_FS_Kelglen,49.885229,-119.473188,KEL,Kelowna Regional Transit System,Kelowna
102926,Lawrence at Kelglen (WB),WB_Lawrence_NS_Kelglen,49.885318,-119.472891,KEL,Kelowna Regional Transit System,Kelowna
102927,Sutherland at Gordon (WB),WB_Sutherland_NS_Gordon,49.880257,-119.475938,KEL,Kelowna Regional Transit System,Kelowna
102928,Kelowna Hospital Exchange Bay A,Kelowna_Hospital_Exchange_Bay_A,49.87398,-119.491319,KEL,Kelowna Regional Transit System,Kelowna
102929,Springfield at Ethel (EB),EB_Springfield_FS_Ethel,49.876447,-119.480614,KEL,Kelowna Regional Transit System,Kelowna
102930,Kelowna Hospital Exchange Bay C,Kelowna_Hospital_Exchange_Bay_C,49.873418,-119.491177,KEL,Kelowna Regional Transit System,Kelowna
102931,Sutherland at Capri (EB),EB_Sutherland_NS_Capri,49.880168,-119.475251,KEL,Kelowna Regional Transit System,Kelowna
102932,Cambridge at Ellis (EB),EB_Cambridge_FS_Ellis,49.903497,-119.492401,KEL,Kelowna Regional Transit System,Kelowna
102933,Bernard at Richmond (WB),WB_Bernard_FS_Richmond,49.886371,-119.47123,KEL,Kelowna Regional Transit System,Kelowna
102934,Cambridge at Kingsway (EB),EB_Cambridge_FS_Kingsway,49.903482,-119.490632,KEL,Kelowna Regional Transit System,Kelowna
102935,Richter at Cambridge (SB),SB_Richter_FS_Cambridge,49.903034,-119.48852,KEL,Kelowna Regional Transit System,Kelowna
102936,Bernard at Richmond (EB),EB_Bernard_NS_Richmond,49.88628,-119.470995,KEL,Kelowna Regional Transit System,Kelowna
102937,Lawrence at Richmond (EB),EB_Lawrence_NS_Richmond,49.885225,-119.470718,KEL,Kelowna Regional Transit System,Kelowna
102938,Sutherland at Capri (EB),EB_Sutherland_FS_Capri,49.88017,-119.473249,KEL,Kelowna Regional Transit System,Kelowna
102939,Gordon at Springfield (SB),SB_Gordon_FS_Springfield,49.87646,-119.477231,KEL,Kelowna Regional Transit System,Kelowna
102941,Springfield at Gordon (EB),EB_Springfield_FS_Gordon,49.876788,-119.476577,KEL,Kelowna Regional Transit System,Kelowna
102942,Lawrence at Richmond (WB),WB_Lawrence_NS_Richmond,49.885299,-119.470186,KEL,Kelowna Regional Transit System,Kelowna
102944,Sutherland at Pacific (WB),WB_Sutherland_FS_Pacific,49.880251,-119.472385,KEL,Kelowna Regional Transit System,Kelowna
102945,Sutherland at Pacific (EB),EB_Sutherland_FS_Pacific,49.880174,-119.4713,KEL,Kelowna Regional Transit System,Kelowna
102948,Lawrence at Lakeview (WB),WB_Lawrence_NS_Lakeview,49.885316,-119.467438,KEL,Kelowna Regional Transit System,Kelowna
102950,Springfield at Wilkinson (WB),WB_Springfield_FS_Wilkinson,49.877103,-119.472017,KEL,Kelowna Regional Transit System,Kelowna
102951,Lawrence at Alta Vista (EB),EB_Lawrence_FS_Alta Vista,49.885224,-119.466642,KEL,Kelowna Regional Transit System,Kelowna
102952,Pandosy at Morrison (SB),SB_Pandosy_NS_Morrison,49.86934,-119.491298,KEL,Kelowna Regional Transit System,Kelowna
102953,Bernard at Highland Dr S (WB),WB_Bernard_NS_Highland Dr S,49.886354,-119.466024,KEL,Kelowna Regional Transit System,Kelowna
102954,Springfield at Wilkinson (EB),EB_Springfield_FS_Wilkinson,49.876924,-119.471052,KEL,Kelowna Regional Transit System,Kelowna
102955,Sutherland at Chandler (WB),WB_Sutherland_NS_Chandler,49.880334,-119.467614,KEL,Kelowna Regional Transit System,Kelowna
102956,Pandosy at Patterson (NB),NB_Pandosy_FS_Patterson,49.868596,-119.491149,KEL,Kelowna Regional Transit System,Kelowna
102957,Sutherland at Chandler (EB),EB_Sutherland_FS_Chandler,49.880242,-119.467663,KEL,Kelowna Regional Transit System,Kelowna
102958,Gordon at Guisachan (SB),SB_Gordon_FS_Guisachan,49.87245,-119.476083,KEL,Kelowna Regional Transit System,Kelowna
102959,Clifton at Hartwick (SB),SB_Clifton_NS_Hartwick,49.89387,-119.465945,KEL,Kelowna Regional Transit System,Kelowna
102960,Clifton at Hartwick (NB),NB_Clifton_NS_Hartwick,49.893653,-119.465703,KEL,Kelowna Regional Transit System,Kelowna
102961,Pandosy at Patterson (SB),SB_Pandosy_FS_Patterson,49.868025,-119.491291,KEL,Kelowna Regional Transit System,Kelowna
103310,Hollywood Rd S at Wayne (NB),NB_Hollywood Rd S_NS_Wayne,49.875167,-119.398215,KEL,Kelowna Regional Transit System,Kelowna
103312,Hwy 33 W at Aurora (EB),EB_Hwy 33 W_NS_Aurora,49.88894,-119.395933,KEL,Kelowna Regional Transit System,Kelowna
103313,Springfield at Monterey (EB),EB_Springfield_NS_Monterey,49.874382,-119.397572,KEL,Kelowna Regional Transit System,Kelowna
103316,Dehart at Gordon (EB),EB_Dehart_FS_Gordon,49.822999,-119.482518,KEL,Kelowna Regional Transit System,Kelowna
103317,Lakeshore at Dehart (NB),NB_Lakeshore_NS_Dehart,49.822195,-119.488994,KEL,Kelowna Regional Transit System,Kelowna
103319,Lakeshore at Dehart (SB),SB_Lakeshore_FS_Dehart,49.822529,-119.488916,KEL,Kelowna Regional Transit System,Kelowna
103321,Hwy 33 W at Dougall Rd N (WB),WB_Hwy 33 W_FS_Dougall Rd N,49.889119,-119.394282,KEL,Kelowna Regional Transit System,Kelowna
103322,Leathead at Tartan (WB),WB_Leathead_FS_Tartan,49.895389,-119.393963,KEL,Kelowna Regional Transit System,Kelowna
103323,McCulloch at Reekie (NB),NB_McCulloch_NS_Reekie,49.851996,-119.409782,KEL,Kelowna Regional Transit System,Kelowna
103324,McCulloch at Reekie (SB),SB_McCulloch_FS_Reekie,49.851671,-119.409917,KEL,Kelowna Regional Transit System,Kelowna
103325,Gordon at Dehart (SB),SB_Gordon_FS_Dehart,49.822184,-119.483222,KEL,Kelowna Regional Transit System,Kelowna
103326,Dougall Rd N at McIntosh (NB),NB_Dougall Rd N_FS_McIntosh,49.89262,-119.392728,KEL,Kelowna Regional Transit System,Kelowna
103327,Fitzpatrick at Findlay (EB),EB_Fitzpatrick_FS_Findlay,49.907206,-119.396841,KEL,Kelowna Regional Transit System,Kelowna
103328,Ross at Bartley (WB),WB_Ross_FS_Bartley,49.860185,-119.589677,KEL,Kelowna Regional Transit System,West Kelowna
103329,Ross at Bartley (EB),EB_Ross_NS_Bartley,49.86013,-119.589565,KEL,Kelowna Regional Transit System,West Kelowna
103331,Springfield at Hollywood Rd S (WB),WB_Springfield_FS_Hollywood Rd S,49.874461,-119.394095,KEL,Kelowna Regional Transit System,Kelowna
103334,Springfield at Hollywood Rd S (EB),EB_Springfield_NS_Hollywood Rd S,49.87437,-119.393807,KEL,Kelowna Regional Transit System,Kelowna
103335,Leathead at Asher Rd (EB),EB_Leathead_NS_Asher Rd,49.895301,-119.391568,KEL,Kelowna Regional Transit System,Kelowna
103337,Lakeshore at Eldorado (NB),NB_Lakeshore_FS_Eldorado,49.820547,-119.491054,KEL,Kelowna Regional Transit System,Kelowna
103340,Lakeshore at Eldorado (SB),SB_Lakeshore_NS_Eldorado,49.820519,-119.491252,KEL,Kelowna Regional Transit System,Kelowna
103342,Lakeshore at Lequime (SB),SB_Lakeshore_NS_Lequime,49.837854,-119.487958,KEL,Kelowna Regional Transit System,Kelowna
103343,Fitzpatrick at Chichester (EB),EB_Fitzpatrick_FS_Chichester,49.907203,-119.394013,KEL,Kelowna Regional Transit System,Kelowna
103344,Leathead at Pinetree (WB),WB_Leathead_FS_Pinetree,49.89539,-119.390235,KEL,Kelowna Regional Transit System,Kelowna
103346,Springfield at Neptune (WB),WB_Springfield_FS_Neptune,49.877581,-119.39045,KEL,Kelowna Regional Transit System,Kelowna
103347,Lakeshore at Keith (NB),NB_Lakeshore_FS_Keith,49.818812,-119.493142,KEL,Kelowna Regional Transit System,Kelowna
103165,Enterprise at Powick (SB),SB_Enterprise_NS_Powick,49.890279,-119.425414,KEL,Kelowna Regional Transit System,Kelowna
103166,Dilworth 960 block (SB),SB_960_block_Dilworth,49.896918,-119.426287,KEL,Kelowna Regional Transit System,Kelowna
103167,Thacker at Douglas (SB),SB_Thacker_FS_Douglas,49.855785,-119.545654,KEL,Kelowna Regional Transit System,West Kelowna
103168,Summit at Dilworth (EB),EB_Summit_NS_Dilworth,49.898705,-119.426799,KEL,Kelowna Regional Transit System,Kelowna
103169,Baron 1900 block (NB),NB_1900_block_Baron,49.883696,-119.425184,KEL,Kelowna Regional Transit System,Kelowna
103170,Summit at Dilworth (WB),WB_Summit_FS_Dilworth,49.898804,-119.426798,KEL,Kelowna Regional Transit System,Kelowna
103171,Baron at 1655 Blk (SB),SB_Baron_AT_1655 Blk,49.884306,-119.424787,KEL,Kelowna Regional Transit System,Kelowna
103172,Dilworth 970 block (NB),NB_970_block_Dilworth,49.896532,-119.425997,KEL,Kelowna Regional Transit System,Kelowna
103173,Westlake at Caledonia (NB),NB_Westlake_NS_Caledonia,49.873475,-119.563037,KEL,Kelowna Regional Transit System,West Kelowna
103174,Hwy 97 N at Banks (EB),EB_Hwy 97 N_FS_Banks,49.88688,-119.424132,KEL,Kelowna Regional Transit System,Kelowna
103176,Gordon at Steele (WB),WB_Gordon_FS_Steele,49.80585,-119.473084,KEL,Kelowna Regional Transit System,Kelowna
103177,Gordon at Frost (WB),WB_Gordon_NS_Frost,49.805327,-119.476334,KEL,Kelowna Regional Transit System,Kelowna
103178,Westlake at Rosewood (NB),NB_Westlake_FS_Rosewood,49.877706,-119.566361,KEL,Kelowna Regional Transit System,West Kelowna
103180,Hudson at Boucherie (EB),EB_Hudson_NS_Boucherie,49.862351,-119.5565,KEL,Kelowna Regional Transit System,West Kelowna
103181,Thacker at Collens Hill (NB),NB_Thacker_NS_Collens Hill,49.853825,-119.545734,KEL,Kelowna Regional Transit System,West Kelowna
103182,Thacker at Collens Hill (SB),SB_Thacker_FS_Collens Hill,49.853829,-119.545873,KEL,Kelowna Regional Transit System,West Kelowna
103183,Hudson at Boucherie (WB),WB_Hudson_FS_Boucherie,49.862454,-119.556884,KEL,Kelowna Regional Transit System,West Kelowna
103184,Baron at Spedding (WB),WB_Baron_NS_Spedding,49.886309,-119.422052,KEL,Kelowna Regional Transit System,Kelowna
103185,Lakeshore at Bluebird (SB),SB_Lakeshore_NS_Bluebird,49.840324,-119.48865,KEL,Kelowna Regional Transit System,Kelowna
103186,Baron at Spedding (EB),EB_Baron_FS_Spedding,49.886353,-119.42179,KEL,Kelowna Regional Transit System,Kelowna
103187,Gordon at Frost (SB),SB_Gordon_NS_Frost,49.803741,-119.476879,KEL,Kelowna Regional Transit System,Kelowna
103188,Lakeshore at Lexington (NB),NB_Lakeshore_FS_Lexington,49.840461,-119.48847,KEL,Kelowna Regional Transit System,Kelowna
103189,Springfield at Parkview (EB),EB_Springfield_FS_Parkview,49.880425,-119.42189,KEL,Kelowna Regional Transit System,Kelowna
103190,Springfield at Parkview (WB),WB_Springfield_NS_Parkview,49.880614,-119.421604,KEL,Kelowna Regional Transit System,Kelowna
103191,South Ridge at Frost (NB),NB_South Ridge_FS_Frost,49.803368,-119.482714,KEL,Kelowna Regional Transit System,Kelowna
103192,Hwy 33 E at Rutland Rd S (WB),WB_Hwy 33 E_FS_Rutland Rd S,49.889099,-119.387733,KEL,Kelowna Regional Transit System,Kelowna
103193,Rutland Exchange Bay A,Rutland_Exchange_Bay_A,49.890644,-119.392387,KEL,Kelowna Regional Transit System,Kelowna
103195,Thacker at Beverly (EB),EB_Thacker_FS_Beverly,49.852564,-119.547805,KEL,Kelowna Regional Transit System,West Kelowna
103491,Old Boucherie 1950 block (WB),WB_1950_block_Old Boucherie,49.827815,-119.596989,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
103492,Old Boucherie 1950 block (EB),EB_1950_block_Old Boucherie,49.827697,-119.597023,KEL,Kelowna Regional Transit System,West Kelowna
103493,Shannon Lake at Shannon Way (NB),NB_Shannon Lake_NS_Shannon Way,49.849546,-119.619838,KEL,Kelowna Regional Transit System,West Kelowna
103495,Shannon Lake at Shannon Way (SB),SB_Shannon Lake_FS_Shannon Way,49.849421,-119.620096,KEL,Kelowna Regional Transit System,West Kelowna
103497,Louie at Elk (SB),SB_Louie_FS_Elk,49.84029,-119.612519,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
103500,Old Boucherie at Boucherie (EB),EB_Old Boucherie_NS_Boucherie,49.827698,-119.598745,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
103501,Hwy 33 E at Traut (WB),WB_Hwy 33 E_NS_Traut,49.869057,-119.362989,KEL,Kelowna Regional Transit System,Kelowna
103502,Old Okanagan at Bayview (EB),EB_Old Okanagan_NS_Bayview,49.843509,-119.617364,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
103503,Old Vernon at McKenzie (SB),SB_Old Vernon_FS_McKenzie,49.919622,-119.364276,KEL,Kelowna Regional Transit System,Kelowna
103505,Old Okanagan at Bayview (WB),WB_Old Okanagan_FS_Bayview,49.843604,-119.617345,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
103506,Old Vernon at McKenzie (NB),NB_Old Vernon_NS_McKenzie,49.919622,-119.364137,KEL,Kelowna Regional Transit System,Kelowna
103507,Cooper at Harvey (NB),NB_Cooper_NS_Harvey,49.879562,-119.443056,KEL,Kelowna Regional Transit System,Kelowna
103508,Carrington 3530 block (EB),EB_3530_block_Carrington,49.836812,-119.611174,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
103509,Carrington 3530 block (WB),WB_3530_block_Carrington,49.836856,-119.611302,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
